Time_s,Speed_kmh,RPM,Gear,Throttle_pct,Brake_pct,Boost_bar,Req_Fuel_pct,Inj_Fuel_pct,Torque_Nm,Power_HP,Engine_Stress_pct,Drivetrain_Stress_pct,Clutch_Stress_pct,Driver_Aggression_pct,Total_Vehicle_Stress_pct
1.8,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.83,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.86,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.89,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.92,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.95,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
1.98,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.01,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.04,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.07,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.1,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.13,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.16,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.19,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.22,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.25,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.28,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.31,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.34,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.37,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.4,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.43,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.46,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.49,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.52,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.55,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.58,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.61,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.64,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.67,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.7,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.73,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.76,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.79,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.82,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.85,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.88,0.0,749,0,0,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.91,0.0,749,0,1,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.94,0.0,749,0,2,0,0.0,15.7,15.7,0,0,4,0,0,0,1
2.97,0.0,749,0,4,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.0,0.0,749,0,5,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.03,0.0,749,0,6,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.06,0.0,749,0,8,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.09,0.0,749,0,9,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.12,0.0,749,0,10,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.15,0.0,749,0,12,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.18,0.0,749,0,13,0,0.0,15.7,15.7,0,0,4,0,0,0,1
3.21,0.0,750,0,14,0,0.0,16.8,16.8,2,0,4,0,0,0,2
3.24,0.0,754,0,16,0,0.0,18.4,18.4,5,0,5,0,0,0,2
3.27,0.0,759,0,17,0,0.0,20.0,20.0,8,0,5,0,0,0,2
3.3,0.0,766,0,18,0,0.0,21.6,21.6,11,0,5,0,0,0,2
3.33,0.0,776,0,20,0,0.0,23.1,23.1,14,1,6,0,0,0,2
3.36,0.0,787,0,21,0,0.0,24.7,24.7,17,1,6,0,0,0,2
3.39,0.0,800,0,22,0,0.0,26.2,26.2,20,1,7,0,0,1,2
3.42,0.0,816,0,24,0,0.0,27.7,27.7,23,2,7,0,0,1,3
3.45,0.0,833,0,25,0,0.0,29.1,29.1,27,2,7,0,0,1,3
3.48,0.0,852,0,27,0,0.0,30.6,30.6,30,2,8,0,0,1,3
3.51,0.0,873,0,28,0,0.0,32.0,32.0,33,2,8,0,0,1,3
3.54,0.0,897,0,29,0,0.0,33.4,33.4,36,3,9,0,0,1,3
3.57,0.0,922,0,31,0,0.0,34.9,34.9,40,3,9,0,0,1,4
3.6,0.0,950,0,32,0,0.0,36.3,36.3,43,4,10,0,0,1,4
3.63,0.0,980,0,33,0,0.0,37.6,37.6,47,4,10,0,0,1,4
3.66,0.0,1012,0,35,0,0.0,39.0,39.0,50,5,11,0,0,1,4
3.69,0.0,1047,0,36,0,0.0,40.4,40.4,54,5,12,0,0,1,4
3.72,0.0,1083,0,35,0,0.0,41.1,41.1,56,6,12,0,0,0,5
3.75,0.0,1120,0,33,0,0.0,41.3,41.3,57,6,12,0,0,0,5
3.78,0.0,1157,0,32,0,0.0,41.1,41.1,58,6,13,0,0,0,5
3.81,0.0,1194,0,31,0,0.0,40.7,40.7,58,7,13,0,0,0,5
3.84,0.0,1231,0,29,0,0.0,40.0,40.0,57,7,13,0,0,0,5
3.87,0.0,1267,0,28,0,0.0,39.2,39.2,56,7,13,0,0,0,5
3.9,0.0,1301,0,27,0,0.0,38.2,38.2,54,7,13,0,0,0,5
3.93,0.0,1335,0,25,0,0.0,37.1,37.1,52,7,13,0,0,0,5
3.96,0.0,1367,0,24,0,0.0,36.0,36.0,50,7,14,0,0,0,5
3.99,0.0,1397,0,22,0,0.0,34.7,34.7,47,6,13,0,0,0,5
4.02,0.0,1425,0,21,0,0.0,33.5,33.5,44,6,13,0,0,0,5
4.05,0.0,1445,0,22,0,0.0,32.8,32.8,30,4,12,0,0,2,5
4.08,0.0,1464,0,24,0,0.0,32.7,32.7,30,4,12,0,0,0,5
4.11,0.0,1484,0,25,0,0.0,32.9,32.9,31,4,12,0,0,0,5
4.14,0.0,1504,0,27,0,0.0,33.4,33.4,32,5,13,0,0,0,5
4.17,0.15,1492,1,28,0,0.0,34.2,34.2,34,5,13,33,100,0,37
4.2,0.46,1446,1,29,0,0.0,35.1,35.1,36,5,13,33,100,0,37
4.23,0.9,1367,1,31,0,0.0,36.1,36.1,37,5,12,34,100,0,37
4.26,1.5,1264,1,32,0,0.0,37.2,37.2,53,7,13,40,100,2,38
4.29,2.25,1127,1,33,0,0.0,38.3,38.3,54,7,13,39,82,0,33
4.32,3.15,956,1,35,0,0.0,39.5,39.5,54,6,11,38,60,0,27
4.35,4.21,750,1,36,0,0.0,40.8,40.8,53,5,10,37,36,1,20
4.38,5.42,507,1,37,0,0.0,42.0,42.0,51,4,9,34,11,1,13
4.41,3.67,945,1,39,0,0.0,257.2,60.0,75,4,13,43,11,2,17
4.44,5.54,560,1,40,0,0.0,44.6,44.6,61,6,10,40,19,1,17
4.47,3.13,1149,1,41,0,0.0,204.1,60.0,78,4,14,44,5,1,16
4.5,5.66,622,1,43,0,0.0,47.1,47.1,73,8,12,46,18,1,19
4.53,3.59,1134,1,44,0,0.0,142.2,60.0,80,5,14,46,1,0,15
4.56,6.8,463,1,45,0,0.0,49.7,49.7,78,9,12,48,3,1,16
4.59,3.37,1274,1,47,0,0.0,301.8,60.0,73,3,14,42,0,2,14
4.62,6.46,635,1,48,0,0.0,52.2,52.2,89,11,14,54,7,3,19
4.65,3.04,1449,1,49,0,0.0,129.3,60.0,81,5,16,46,0,2,16
4.68,6.13,805,1,51,0,0.01,54.7,54.7,79,12,14,51,9,1,18
4.71,6.08,823,1,52,0,0.01,56.0,56.0,80,6,13,47,0,1,15
4.74,6.22,842,1,54,0,0.01,57.2,57.2,83,7,14,48,0,1,15
4.77,6.36,861,1,55,0,0.01,58.4,58.4,87,7,14,50,0,1,16
4.8,6.51,882,1,56,0,0.01,59.7,59.7,90,8,15,51,0,1,16
4.83,6.67,903,1,58,0,0.01,60.9,60.2,92,8,15,52,0,0,16
4.86,6.82,924,1,59,0,0.0,62.1,60.2,93,8,15,53,0,0,17
4.89,6.98,946,1,60,0,0.0,63.3,60.2,94,9,15,53,0,0,17
4.92,7.14,967,1,62,0,0.0,64.5,60.2,95,9,16,54,0,0,17
4.95,7.3,989,1,63,0,0.0,65.7,60.2,96,9,16,54,0,0,17
4.98,7.46,1011,1,64,0,0.0,66.9,60.1,97,10,16,55,0,0,17
5.01,7.63,1033,1,66,0,0.0,68.1,60.1,97,10,16,56,0,0,18
5.04,7.8,1056,1,67,0,0.0,69.3,60.1,98,10,16,56,0,0,18
5.07,7.96,1079,1,68,0,0.0,70.5,60.1,99,11,17,57,0,0,18
5.1,8.13,1102,1,70,0,0.0,71.7,60.1,100,11,17,57,0,0,18
5.13,8.3,1125,1,71,0,0.0,72.8,60.1,101,11,17,58,0,0,18
5.16,8.48,1148,1,72,0,0.0,74.0,60.1,102,12,18,58,0,0,19
5.19,8.65,1172,1,74,0,0.0,75.2,60.1,103,12,18,59,0,0,19
5.22,8.83,1196,1,75,0,0.0,76.3,60.1,104,12,18,60,0,0,19
5.25,9.0,1220,1,76,0,0.01,77.5,60.2,105,13,19,60,0,0,19
5.28,9.18,1244,1,78,0,0.01,78.6,60.2,107,13,19,61,0,0,20
5.31,9.37,1269,1,79,0,0.01,79.8,60.3,108,14,19,62,0,0,20
5.34,9.55,1294,1,80,0,0.02,80.9,60.5,109,14,20,62,0,0,20
5.37,9.74,1319,1,82,0,0.02,82.0,60.6,110,15,20,63,0,0,21
5.4,9.93,1345,1,83,0,0.02,83.2,60.8,112,15,21,64,0,0,21
5.43,10.12,1371,1,85,0,0.03,84.3,61.0,114,16,21,65,0,0,21
5.46,10.32,1398,1,86,0,0.04,85.4,61.2,115,16,22,66,0,0,22
5.49,10.52,1425,1,87,0,0.04,86.5,61.4,117,17,22,67,0,0,22
5.52,10.67,1446,1,89,0,0.05,87.7,61.7,94,14,20,57,0,2,20
5.55,10.84,1468,1,90,0,0.06,88.8,62.0,96,14,21,58,0,0,20
5.58,11.0,1490,1,91,0,0.07,89.9,62.3,97,15,22,59,0,0,20
5.61,11.17,1513,1,93,0,0.07,91.0,62.6,99,15,22,60,0,0,21
5.64,11.34,1536,1,94,0,0.08,92.1,63.0,101,16,23,61,0,0,21
5.67,11.51,1559,1,95,0,0.09,93.2,63.4,103,16,24,62,0,0,22
5.7,11.69,1583,1,97,0,0.1,94.3,63.8,105,17,24,63,0,0,22
5.73,11.87,1608,1,98,0,0.12,95.4,64.2,107,17,25,64,0,0,23
5.76,12.05,1632,1,99,0,0.13,96.5,64.6,109,18,26,65,0,0,23
5.79,12.24,1658,1,100,0,0.14,97.3,65.1,111,19,27,66,0,0,24
5.82,12.43,1684,1,98,0,0.15,97.7,65.6,113,19,28,68,0,0,25
5.85,12.63,1711,1,97,0,0.17,97.7,66.2,116,20,29,69,0,0,25
5.88,12.61,1786,0,95,0,0.18,97.5,66.7,118,21,30,0,0,0,12
5.91,12.59,1865,0,94,0,0.2,97.1,67.3,123,23,32,0,0,1,13
5.94,12.58,1948,0,93,0,0.22,96.5,68.1,129,25,34,0,0,1,14
5.97,12.56,2034,0,91,0,0.25,95.7,68.9,135,27,37,0,0,1,15
6.0,12.54,2123,0,90,0,0.28,94.9,70.0,140,29,39,0,0,1,16
6.03,12.53,2213,0,89,0,0.32,94.1,71.2,141,31,41,0,0,1,16
6.06,12.51,2304,0,87,0,0.36,93.1,72.7,143,33,44,0,0,1,18
6.09,12.5,2397,0,89,0,0.41,92.7,74.4,145,35,47,0,0,1,19
6.12,12.48,2492,0,90,0,0.45,92.6,76.3,148,37,50,0,0,1,20
6.15,12.46,2588,0,91,0,0.5,92.8,78.1,151,39,53,0,0,1,21
6.18,12.45,2686,0,93,0,0.54,93.2,79.8,153,41,56,0,0,1,22
6.21,12.43,2785,0,94,0,0.58,93.8,81.5,155,43,59,0,0,1,23
6.24,12.69,2771,2,95,0,0.61,94.5,83.0,157,45,60,52,100,1,60
6.27,13.23,2645,2,97,0,0.65,95.3,84.5,161,47,60,53,100,1,60
6.3,14.04,2409,2,98,0,0.68,96.2,85.8,169,46,59,54,92,1,57
6.33,15.12,2064,2,100,0,0.7,97.1,87.0,178,45,56,55,55,1,47
6.36,16.49,1612,2,100,0,0.72,97.8,88.0,189,41,53,56,23,0,38
6.39,18.13,1031,2,100,0,0.71,98.3,88.8,167,28,46,48,4,3,29
6.42,16.27,1898,2,100,0,0.66,98.7,88.4,161,17,48,44,0,1,28
6.45,17.93,1318,2,100,0,0.67,99.0,86.2,179,35,48,52,6,3,32
6.48,18.22,1334,2,100,0,0.64,99.3,86.7,177,24,46,49,0,1,28
6.51,18.44,1349,2,100,0,0.61,99.4,85.5,175,24,45,49,0,0,28
6.54,18.65,1365,2,100,0,0.58,99.6,84.3,173,24,44,48,0,0,27
6.57,18.86,1381,2,100,0,0.56,99.7,83.3,172,24,44,48,0,0,27
6.6,19.07,1396,2,100,0,0.54,99.8,82.4,170,24,43,48,0,0,27
6.63,19.28,1411,2,100,0,0.52,99.8,81.7,169,24,42,48,0,0,26
6.66,19.45,1423,2,100,0,0.51,99.9,80.9,136,20,39,40,0,3,24
6.69,19.61,1435,2,100,0,0.49,99.9,80.3,135,20,38,40,0,0,23
6.72,19.78,1447,2,100,0,0.48,99.9,79.8,135,20,38,40,0,0,23
6.75,19.94,1459,2,100,0,0.47,99.9,79.3,134,20,38,40,0,0,23
6.78,20.1,1471,2,100,0,0.46,100.0,78.8,134,20,37,40,0,0,23
6.81,20.26,1483,2,100,0,0.45,100.0,78.5,134,20,37,40,0,0,23
6.84,20.43,1495,2,100,0,0.45,100.0,78.1,134,20,37,40,0,0,23
6.87,20.59,1507,2,100,0,0.44,100.0,77.9,134,21,37,40,0,0,23
6.9,20.75,1519,2,100,0,0.44,100.0,77.6,134,21,37,40,0,0,23
6.93,20.91,1531,2,100,0,0.43,100.0,77.5,135,21,37,40,0,0,23
6.96,21.08,1543,2,100,0,0.43,100.0,77.3,135,21,37,41,0,0,23
6.99,21.24,1555,2,100,0,0.43,100.0,77.2,135,21,37,41,0,0,23
7.02,21.41,1567,2,100,0,0.43,100.0,77.2,136,22,37,41,0,0,23
7.05,21.57,1579,2,100,0,0.43,100.0,77.2,137,22,38,41,0,0,23
7.08,21.74,1591,2,100,0,0.43,100.0,77.2,137,22,38,41,0,0,23
7.11,21.91,1603,2,100,0,0.43,100.0,77.2,138,23,38,42,0,0,23
7.14,22.07,1616,2,100,0,0.43,100.0,77.2,139,23,38,42,0,0,23
7.17,22.24,1628,2,100,0,0.44,100.0,77.3,140,23,39,42,0,0,24
7.2,22.41,1640,2,100,0,0.44,100.0,77.4,141,24,39,42,0,0,24
7.23,22.59,1653,2,100,0,0.44,100.0,77.5,142,24,39,43,0,0,24
7.26,22.76,1666,2,100,0,0.44,100.0,77.6,143,24,40,43,0,0,24
7.29,22.93,1678,2,100,0,0.45,100.0,77.8,144,25,40,43,0,0,24
7.32,23.11,1691,2,100,0,0.45,100.0,78.0,145,25,40,44,0,0,25
7.35,23.29,1704,2,100,0,0.46,100.0,78.1,146,25,41,44,0,0,25
7.38,23.47,1718,2,100,0,0.46,100.0,78.4,147,26,41,44,0,0,25
7.41,23.65,1731,2,100,0,0.47,100.0,78.6,149,26,42,45,0,0,25
7.44,23.83,1744,2,100,0,0.48,100.0,78.8,150,27,42,45,0,0,26
7.47,24.01,1758,2,100,0,0.48,100.0,79.1,151,27,43,45,0,0,26
7.5,24.2,1771,2,100,0,0.49,100.0,79.4,153,28,43,46,0,0,26
7.53,24.39,1785,2,100,0,0.5,100.0,79.7,154,28,44,46,0,0,27
7.56,24.58,1799,2,100,0,0.51,100.0,80.0,156,29,44,47,0,0,27
7.59,24.77,1813,2,100,0,0.52,100.0,80.4,158,29,45,47,0,0,27
7.62,24.97,1828,2,100,0,0.53,100.0,80.7,160,30,46,48,0,0,28
7.65,25.17,1842,2,100,0,0.54,100.0,81.1,162,31,46,48,0,0,28
7.68,25.37,1857,2,100,0,0.55,100.0,81.5,163,31,47,49,0,0,28
7.71,25.57,1872,2,100,0,0.56,100.0,82.0,165,32,48,49,0,0,29
7.74,25.78,1887,2,100,0,0.57,100.0,82.4,168,32,48,50,0,0,29
7.77,25.98,1902,2,100,0,0.59,100.0,82.9,170,33,49,50,0,0,30
7.8,26.2,1917,2,100,0,0.6,100.0,83.4,172,34,50,51,0,0,30
7.83,26.41,1933,2,100,0,0.61,100.0,84.0,174,35,51,51,0,0,30
7.86,26.63,1949,2,100,0,0.63,100.0,84.5,177,35,52,52,0,0,31
7.89,26.85,1965,2,100,0,0.64,100.0,85.1,180,36,53,53,0,0,31
7.92,27.07,1982,2,100,0,0.66,100.0,85.7,182,37,54,53,0,0,32
7.95,27.3,1998,2,100,0,0.68,100.0,86.3,185,38,55,54,0,0,33
7.98,27.53,2015,2,100,0,0.69,100.0,87.0,188,39,56,55,0,0,33
8.01,27.77,2032,2,100,0,0.71,100.0,87.7,190,40,56,55,0,0,34
8.04,28.0,2050,2,100,0,0.73,100.0,88.4,191,40,57,56,0,0,34
8.07,28.24,2067,2,100,0,0.75,100.0,89.2,193,41,58,56,0,0,34
8.1,28.48,2085,2,100,0,0.77,100.0,89.9,195,42,59,57,0,0,35
8.13,28.72,2102,2,100,0,0.78,100.0,90.6,196,42,60,57,0,0,35
8.16,28.97,2120,2,100,0,0.8,100.0,91.2,197,43,61,58,0,0,36
8.19,29.21,2138,2,100,0,0.81,100.0,91.9,199,44,62,58,0,0,36
8.22,29.46,2156,2,100,0,0.82,100.0,92.4,200,44,62,58,0,0,37
8.25,29.71,2175,2,100,0,0.84,100.0,93.0,201,45,63,59,0,0,37
8.28,29.96,2193,2,100,0,0.85,100.0,93.4,202,46,64,59,0,0,37
8.31,30.21,2211,2,100,0,0.86,100.0,93.9,203,46,65,59,0,0,38
8.34,30.46,2230,2,100,0,0.87,100.0,94.3,204,47,65,60,0,0,38
8.37,30.72,2248,2,100,0,0.88,100.0,94.8,204,47,66,60,0,0,38
8.4,30.97,2267,2,100,0,0.89,100.0,95.1,205,48,66,60,0,0,38
8.43,31.22,2285,2,100,0,0.9,100.0,95.5,205,48,67,60,0,0,39
8.46,31.48,2304,2,100,0,0.9,100.0,95.8,206,49,67,61,0,0,39
8.49,31.73,2323,2,100,0,0.91,100.0,96.1,206,49,68,61,0,0,39
8.52,31.99,2341,2,100,0,0.92,100.0,96.4,207,50,68,61,0,0,39
8.55,32.24,2360,2,100,0,0.92,100.0,96.7,207,50,69,61,0,0,40
8.58,32.5,2379,2,100,0,0.93,100.0,96.9,207,51,69,61,0,0,40
8.61,32.76,2398,2,100,0,0.93,100.0,97.2,207,51,70,61,0,0,40
8.64,33.01,2417,2,100,0,0.94,100.0,97.4,207,52,70,62,0,0,40
8.67,33.27,2435,2,100,0,0.94,100.0,97.6,207,52,71,62,0,0,40
8.7,33.53,2454,2,100,0,0.95,100.0,97.8,208,53,71,62,0,0,41
8.73,33.78,2473,2,100,0,0.95,100.0,97.9,208,53,71,62,0,0,41
8.76,34.04,2492,2,100,0,0.96,100.0,98.1,208,53,72,62,0,0,41
8.79,34.3,2510,2,100,0,0.96,100.0,98.3,207,54,72,62,0,0,41
8.82,34.55,2529,2,100,0,0.96,100.0,98.4,207,54,72,62,0,0,41
8.85,34.81,2548,2,100,0,0.97,100.0,98.5,207,55,73,62,0,0,41
8.88,35.07,2567,2,100,0,0.97,100.0,98.6,207,55,73,62,0,0,42
8.91,35.32,2585,2,100,0,0.97,100.0,98.7,207,55,73,62,0,0,42
8.94,35.58,2604,2,100,0,0.97,100.0,98.8,207,56,74,63,0,0,42
8.97,35.83,2623,2,100,0,0.98,100.0,98.9,206,56,74,63,0,0,42
9.0,36.09,2641,2,100,0,0.98,100.0,99.0,206,56,74,63,0,0,42
9.03,36.34,2660,2,100,0,0.98,100.0,99.1,206,57,75,63,0,0,42
9.06,36.32,2791,0,100,0,0.98,100.0,99.2,206,57,76,0,0,0,30
9.09,36.3,2920,0,100,0,0.98,100.0,99.3,202,59,78,0,0,0,31
9.12,36.28,3047,0,100,0,0.98,100.0,99.3,199,60,80,0,0,0,32
9.15,36.26,3172,0,100,0,0.99,100.0,99.4,195,62,82,0,0,0,32
9.18,36.24,3294,0,100,0,0.99,100.0,99.4,192,63,84,0,0,0,33
9.21,36.22,3415,0,100,0,0.99,100.0,99.5,188,65,85,0,0,0,34
9.24,36.2,3532,0,98,0,0.99,99.7,99.5,183,65,87,0,0,0,35
9.27,36.19,3639,0,97,0,0.99,99.3,99.3,167,62,88,0,0,1,35
9.3,36.17,3736,0,98,0,0.99,99.2,99.2,153,58,88,0,0,1,35
9.33,36.15,3826,0,100,0,0.99,99.4,99.4,141,55,89,0,0,1,35
9.36,36.13,3909,0,100,0,0.99,99.5,99.5,129,51,89,0,0,0,36
9.39,36.11,3984,0,100,0,0.99,99.6,99.6,118,48,90,0,0,0,36
9.42,36.26,3939,3,100,0,0.99,99.7,99.7,108,45,88,31,100,0,66
9.45,36.58,3783,3,100,0,1.0,99.8,99.8,115,47,86,31,100,0,66
9.48,37.07,3526,3,100,0,1.0,99.8,99.8,136,53,83,33,100,1,65
9.51,37.73,3176,3,100,0,1.0,99.9,99.8,170,62,81,37,74,2,58
9.54,38.56,2726,3,100,0,1.0,99.9,99.9,193,64,76,39,36,1,47
9.57,39.56,2170,3,100,0,1.0,99.9,99.9,206,58,70,39,9,0,38
9.6,40.68,1546,3,100,0,1.0,99.9,99.9,220,50,65,39,0,0,33
9.63,39.62,2362,3,100,0,0.97,100.0,99.9,189,30,66,32,2,4,34
9.66,40.74,1733,3,100,0,0.97,100.0,98.6,212,52,65,38,0,4,34
